author_username,text
212pondi,@HebrewGoy @alex_fried1 לשעבר והם מכתיבים לצמרת צהל הנוכחית כאילו מדינה בתוך מדינה זו בגידה אדון נכבד בהחלט בגידה
demokratya11,@alex_fried1 צבא שלא מדווח אמת לדרג המדיני זו בגידה אין מה להאשים את הדרג המדיני אם צמרת צהל לא מדווחת לדרג המדיני ולא משנה מי בדרג המדיני
212pondi,במקום להפעיל את כל הצבא לקראת מתקפה תראו מה עשו הליצנים 🤪🤪🤪🤪🤪 חובה לטפל בכל הבוגדים ויש כאן כמה כאלה הצמרת צהל  https://t.co/U9TVC4ayIO
212pondi,מי אמר ??? https://t.co/MCkgJITobH
212pondi,@RadmanMoshe לא זכור לי שהצבענו לך בקלפי 🤪🤪🤪 לך תארגן עוד טבח ותחזור אלינו
yosi_shahbar,"נתניהו...
""ישראל אינה מתכוונת לכבוש לצמיתות את עזה"".
""ישראל אינה מתכוונת לעקור את האוכלוסייה האזרחית  שלה''.
למה הדברים נאמרים דוקא עכשיו?
בית הדין בהאג.
לעצם העניין...
אני מזדהה לחלוטין עם הדברים 
לישראל לא צריך להיות שום קשר 
עם עזה חוץ מחיילי ישראל שנכנסים להרוג מחבלים.
לא… https://t.co/M1YpZCF7C3"
212pondi,@twwygr עשתה טבח הספיק לה
212pondi,@AMITYNURIT הנאצים לא אהבו יהודים
212pondi,@chaim_shine היינו חייבים להיות שם ?
212pondi,@EeRZzlYHmVEsHU0 @barak_ehud הכל בעיני המתבונן ורק לחשוב שהסמול היה מנהל את המלחמה והכלכלה בתקופה קשה כזו רק ביבי מסוגל לנהל הכל כאילו אין מלחמה
demokratya11,@BaruchSharon1 הדף שלך מאוד מזכיר את הדף של חמאס
212pondi,@Ha_O_ne תחזיר עוקב 😝
212pondi,@sari_azoulay כנסי דיאם 😃
212pondi,בגידה מבפנים חד וחלק  https://t.co/T2mq7xbKlo
demokratya11,@DavidPotashd אתה חי בעולם שקר אתה יהודי בכלל במה זה מתבטא 😝😝😝😝
212pondi,@GIlP8KZGH4TSrGA @Eliyahu_a מתי
yosi_shahbar,"אופיר כץ 
חושף את פרצופם של תומכי חמאס דע''ש בכנסת ישראל. https://t.co/PCMW2zlz8d"
212pondi,@Amos_Yaari איכסססס ככה לעשות צחוק מקודש ??? מה ההבדל בין הנאצים לרפורמים ???
212pondi,@itzikelrov כאילו רק אתה אנושי ??? לא מפריע לך שהיא שואלת איפה היה הצבא והוא לא עונה ??? השאלה שכולם חייבים לשאול היכן היה הצבא בין 8 ל- 30 שעות מי השבית אותם ניתק אותם מהאירוע מי פתח דלת לחמאס מי הביא עלינו את הטבח ומה מטרותיו ואת זה כל עיתונאי הגון חייב לשאול את צמרת צהל לפני כולם
212pondi,ברור לכולם שבוגרי קרן וקסנר הצטרפו לסרבנות הגדולה של הסמול במטרה להפיל את ביבי רק עיוור לא רואה את זה !!! לאן צהל נעלם בין 8 ל-30 שעות  https://t.co/U9TVC4ayIO
yosi_shahbar,"היהודי המכוער.
המכוער הזה תלש מידו של נער יהודי את התפילין. https://t.co/4ewDbjZDEC"
ShbrYwsy,"ish below ⬇️

מאי גולן שלנו 
עושה הסברה.
גם גברים נפגעו מינית באופן אכזרי וברוטאלי - בשביעי באוקטובר!

אנו ממשיכים ללא הפסקה בקמפיין העדויות החשוב שבו אנו מציבים את האמת המושתקת אל מול ארגוני זכויות האדם ברחבי העולם, שבצביעות שיא ממשיכים למלא את פיהם מים ולנהוג באופן שגובל… https://t.co/t596FQd1uQ"
ShbrYwsy,"הזנאי והמחומצנת.
אני לא רוצה להרוג פלשתינים.
אני לא רוצה להשמיד את עזה.
אני לא רוצה לחסל את חמאס.
אני לא רוצה לגרש פלשתינים.
אני לא רוצה להשמיד את בירות
אני לא רוצה להשמיד חזבאללה.
במיוחד 
אני לא רוצה לשמוע/ולראות את הזנאי ואת המחומצנת. https://t.co/3SLJUEAg8V"
212pondi,@AbirKara2 @freyisrael1 אתה מסתלבט על חיילי צהל ??? או על החסיד גורו הזה
212pondi,@M05206735 וואלה הכנסת את זה טוב לראש שלך ??? מעולה
demokratya11,@aviadglickman השר קובע 😝😝😝
212pondi,זה גיבור ישראל אמיתי לא כמו כל האשפתות בצמרת צהל בוגרי קרן וקסנר https://t.co/91R60uSOu1
212pondi,@itzikelrov @M05206735 עוד אולפן של סמולנים בארצות הברית שעושים הכל לתת לחמאס אלפי משאיות של אוכל תמורת 😝😝😝😝😝😝😝😝 ביבי קיבל עידכון מצמרת צהל בוגרי קרן וקסנר שהכל שקט אז ביבי אשם 😜
ShbrYwsy,"איזה חיוך.
איזה חתיך.
איזה פנים מאירות.
היה ואיננו עוד.

רס״ל (מיל׳) אלקנה נוילנדר, בן 24, מאפרת, חובש קרבי במפקדת עוצבת ׳הבזק׳ (99), נפל אתמול בקרב במרכז רצועת עזה.
יהי זכרו ברוך.
נחמה למשפחה. https://t.co/VxOxc9TbEx"
yosi_shahbar,@kolpoliti לא יודע
ShbrYwsy,@IritDadon היום את מבריקה.
212pondi,לשלומם של החיילים ולהשבת החטופים: שר הביטחון יואב גלנט ובני משפחתו הכניסו ספר תורה לבית כנסת במקום מגוריו - מושב חופית. https://t.co/vdpLuW98i5
212pondi,@kann_news @uv1709 @amsterdamski2 צריך לסגור את התאגיד חבל על מיליארד שקלים בשנה מספיק אל-ג’זירה בערבית אין צורך גם בעברית
ShbrYwsy,"@shlomopolak580 @Hamalachim חאלד יקירי 
*המדינה הזאת שלך*.
אתה לא צריך להוכיח שום דבר לאף אחד.
תשמור על עצמך ועל חבריך 
כדי תחזרו בשלום."
212pondi,@c_shlomit איך מנסים לטייח מכתיבים לוועדה מה לחקור
212pondi,@ZgwryBy אשכרה והכל על חשבוננו 😝😝😝😝😝
212pondi,@AsherTurgeman11 בדיוק ככה ❤️❤️❤️ כל מילה
demokratya11,@qyy03608611 יכול לצפצף עליהם אין להם סמכויות לסרס שר בישראל
ShbrYwsy,"כמו בסרטים
דו קרב פנים אל פנים בחאן יונס. https://t.co/IiKetiuTME"
ShbrYwsy,"הודעה מיוחדת
מטעם היועמ""שית ופרקליט המדינה.
אתם שותפים לאירועים של ה7 
לאוקטובר.
לכן עדיף שתיסתמו.
קצת צניעות. https://t.co/iT8kFNSfVt"
212pondi,חמאס נותן הוראות וערוצי הסמול מבצעים !!! עם תקשורת כזו מי צריך אויבים!! חיזבאלה מודה לכם מקרב לב על השירות https://t.co/xi7G1aiFpX
ShbrYwsy,"הודו...
טיפול אורטודנטי. https://t.co/jyNY9ydMWF"
212pondi,המלך בצל גן עדן https://t.co/hAEizb9oXe
212pondi,@z_yigal הוא רדף אחריה רצה אותה בכוח היא לא הסכימה לו וככה זה נגמר הם מעולם לא היו זוג ולא בקשר
212pondi,@igal_malka_5G @MKMickeyLevy סך הכל מצטט דף מסרים של הקרן החדשה 😝😝😝
212pondi,@Itzik65902650 🤣🤣🤣 תחזיק מעמד עוד רגע זה נגמר
ShbrYwsy,"משה פייגלין
עזה היא לא אתגר צבאי
עזה היא אתגר קונספטואלי.

כדי לנצח את עזה כמעט שלא צריך צבא.

כדי לנצח את עזה צריך לסגור את הברז. לסגור את הדלק. לסגור את החשמל. לסגור את התקשורת. לסגור כל קשר לעולם החיצון - ולהחריבה באופן שיטתי עם בולדוזרים.

כדי לנצח בעזה לא צריך לנצח את החמאס… https://t.co/1obBOEnMj2"
212pondi,@Zvi05042880451 אתה סתום ??? על מה אחריות ? על זה שצמרת צהל מדווחים לו שהכל בשליטה רגע לפני החג ??? טמבל
212pondi,@estee321 נו אסתי לא מתאים לך
212pondi,@twwygr הסמול ישרפו כל מי שלא הולך בתלם של הקרן החדשה
212pondi,@Davids25317573 @AsherTurgeman11 @UPridan זה המקסימום שלהם
ShbrYwsy,"@AviNimni4 היא מעידה על עצמה.
זה סקופ."
ShbrYwsy,"אקוודור
דרמה בשידור חי 
אלמונים חמושים השתלטו על אולפן טלוויזיה. https://t.co/K8qzeWRCfC"
212pondi,@DanniFriedland @AbirKara2 @freyisrael1 אתה רוצה לראות סרטונים של חיילים ואזרחים מפרקים מכות ופיצוצים גופות של המחבלים שחדרו לישראל 7/10 ??? ראית הכל ואפילו עודדת אותם תפסיק עם הצביעות
212pondi,ח''כ מיקי לוי (יש עתיד) קורא בשם סיעתו לשחרר 6000 מחבלים ולהפסיק את הלחימה ב''כל מחיר'' תמורת החטופים !!! אדיוט גמור מחזק את חמאס בכל מחיר !!! רק לחימה חזקה ומצור תביא מציאות חדשה https://t.co/ovrTuteSn9
212pondi,@M05206735 אנחנו רואים איך התיקים שתפרתם שווים לפח 😝😝😝😝😝 תחפשו עוד כמה מאות גופות בירקון @barak_ehud
212pondi,הדבר הזה חי על חשבוננו פנסיה תקציבית שמנה שיכולה לממן משפחות רבות במיוחד בזמן מלחמה https://t.co/zaYAeTBsPL
212pondi,"הדיקטטורה מהדקת חגורות !!! היועמ''שית: התבטאויות שיש בהן כדי לקרוא, בין היתר, לפגיעה מכוונת באזרחים בלתי מעורבים, עלולות להוות עבירות פליליות"
212pondi,"@Judeoespanol @YehudaiI בג""ץ הוציא צו ביניים נגד השר איתמר בן גביר, הקובע כי השר ""יימנע מלתת הנחיות והוראות אופרטיביות למשטרה בדבר יישום מדיניותו בכל הנוגע למימוש זכות ההפגנה וחופש המחאה"". לפי הצו, ""בכלל זאת, יימנע השר מכל התייחסות לאירוע מבצעי קונקרטי באופן שעשוי לעלות כדי מתן הוראה אופרטיבית למשטרה"
212pondi,@Zigi_Fraud גם אהרון ברק פרש ואז 😝😝😝😝 הוא הפרעון של הסמול
212pondi,@Zvi05042880451 אתה לא מסוגל להשלים משפט בלי קללות ??? סמולן מצוי 😝😝😝
212pondi,@hgy_sry36251 מדויק
212pondi,@AMer5863 אל תתערבו לנו אנחנו מסתדרים יפה בלעדיכם
212pondi,@M05206735 @barak_ehud החורבן שהבאתם בזמן קצר ביותר הספיק לנו
212pondi,ביום שערוץ המחבלים 13 יתרסק תדעו שניצחנו את חמאס @taylorswift13
212pondi,@motimo68 @tayesetF35 הנה https://t.co/85PpWmoPMs
ShbrYwsy,"אוקסימורון.
מותר לי להגיד דבר והיפוכו באותו משפט....
בע.12 הכל מותר. https://t.co/IfM0gG3z3U"
212pondi,הידעתם ??? אז תדעו https://t.co/hL0T3fiw8I
212pondi,"הידעתם ?????                
הותר לפרסום: ביום ראשון, 07/01/2024, צוללת דולפין של חיל הים הישראלי בפיקודו של אלוף משנה מיאו הטביעה 16 ספינות של משמרות המהפכה האיראניים באי קשם שבמפרץ הערבי שהיו בדרכן לתימן עם כמויות גדולות של אמל""ח עבור החות'ים. כוחותינו לא נפגעו!!!!!!!"
212pondi,@Zigi_Fraud יש בחירות וזה 😝😝😝 אגב מי שהביא את הטבח זה אהוד ברק וכל צמרת צהל בוגרי קרן וקסנר https://t.co/XXtOFK0rg6
212pondi,@gali18221911 תשאל אותו הוא בטוויטר
212pondi,@Itzik65902650 העלימו את מוחמד 😝😝😝😝
ShbrYwsy,"@YaakovStark המושג *חייבים* שגם אני חוטא בו 
פוגע בחטופים ובלוחמים ובמדינת ישראל.
אנחנו חייבים להגן על מדינת ישראל ועם ישראל.
זה וזה *בלבד*.
אנחנו לא מנהלים משא ומתן עם עצמנו.
יש מישהו שמאזין לנו."
212pondi,@Eli11308913 @AMer5863 מזל שאתה אויר ואין לך שום משמעות חוץ מציוץ חלול כמוך
212pondi,ראיתם את זה ???  תקשיבו לעדות על אהוד ברק לא ניתן לשתף את כל הראיון 8 דקות. @barak_ehud  https://t.co/kTc6eX0CRM
212pondi,@Itzik65902650 @Zigi_Fraud 😃😃😃
212pondi,@yigalon @barak_ehud @ShikmaBressler @ahimlaneshek1 פחחחח לא עובד עלינו אנחנו יודעים מה אמרו לביבי ערב החג כל אותם צמרת צהל בוגרי קרן וקסנר הסרבנים
ShbrYwsy,"@gog_mago פרח מוגן.
פרח שנקטף על-ידי בני בליעל"
212pondi,@M05206735 @barak_ehud הסתה פרועה תתכונן 😝😝😝
ShbrYwsy,"החופרת.
רוצים לדעת למה אין לטלי גוטליב בעל?
בבקשה...
שורו הביטו וראו. https://t.co/FXrxyqQ9aN"
212pondi,אתם מבינים שהיצור הזה התעלל בנו והיום הוא חי על חשבוננו עם פנסיה תקציבית שמנה במיוחד https://t.co/uXdbRyiJ14
212pondi,@SnirSchwartz @Riklin10 אוכל את הלב ? מקנא ? 😝😝😝😝
yosi_shahbar,"טבח עם בדרום אפריקה.
כוחות הבטחון הדרום אפריקאי
טובחים בכורי פחם חפים מפשע.

שתפו.
שתפו בכל הכוח 
שכל העולם ידע. https://t.co/KnTYUKfRiv"
212pondi,כולם לקוד קידה עמוקה יחי המלך יחי המלך תפרגנו 100 רטווט 😝😝😝😝 מגיע לה https://t.co/4hBAf63cCR
demokratya11,@doritshw אחלה ביבי
yosi_shahbar,"מיקי לוי יקירי
אנחנו אוהבים אותך
רפואה שלמה.
רפואת הנפש והגוף. https://t.co/gNK4xHLyVl"
